"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.498158750e0,1.291034794e1,-1.415910912e1,-9.618676186e0,2.144006498e1
2.508191750e0,1.139504528e1,-1.527662086e1,-1.064757729e1,2.183101244e1
2.518224750e0,9.609843254e0,-1.633892632e1,-1.160686684e1,2.222676221e1
2.528257750e0,7.556446552e0,-1.728162766e1,-1.245377731e1,2.260201558e1
2.538290750e0,5.262532234e0,-1.802733040e1,-1.312800980e1,2.291339189e1
2.548322750e0,2.786581993e0,-1.852499008e1,-1.357861996e1,2.313696645e1
2.558355750e0,2.023235708e-1,-1.870951080e1,-1.376990986e1,2.323138280e1
2.568388750e0,-2.391500473e0,-1.856110573e1,-1.368626118e1,2.318507419e1
2.578421750e0,-4.897588253e0,-1.808495903e1,-1.333259773e1,2.299587520e1
2.588454750e0,-7.229003429e0,-1.731966019e1,-1.274327278e1,2.268524015e1
2.598487750e0,-9.327830315e0,-1.633057976e1,-1.196646500e1,2.229108652e1
2.608520750e0,-1.116143131e1,-1.519572449e1,-1.105072975e1,2.185420371e1
2.618553750e0,-1.271442127e1,-1.398015594e1,-1.005298519e1,2.140476068e1
2.628585750e0,-1.400309467e1,-1.275274944e1,-9.028167725e0,2.098158934e1
2.638618750e0,-1.504641628e1,-1.155581951e1,-8.007621765e0,2.059256210e1
2.648651750e0,-1.588162231e1,-1.043113518e1,-7.023489475e0,2.025744093e1
2.658684750e0,-1.653374290e1,-9.399553299e0,-6.084222794e0,1.996832551e1
2.668717750e0,-1.703921890e1,-8.475481987e0,-5.205013275e0,1.972969688e1
2.678750750e0,-1.742504120e1,-7.671422958e0,-4.377205372e0,1.953567808e1
2.688782750e0,-1.771680450e1,-6.982320786e0,-3.611889362e0,1.938256201e1
2.698815750e0,-1.793463516e1,-6.410455704e0,-2.896984577e0,1.926493188e1
2.708848750e0,-1.808471680e1,-5.950971127e0,-2.225731611e0,1.916833118e1
2.718881750e0,-1.819067955e1,-5.601225376e0,-1.593323350e0,1.910008449e1
2.728914750e0,-1.825710487e1,-5.360431194e0,-9.840901494e-1,1.905320273e1
2.738947750e0,-1.829025650e1,-5.224164963e0,-3.938023448e-1,1.902578415e1
2.748980750e0,-1.828426933e1,-5.182638645e0,1.882068366e-1,1.900551684e1
2.759012750e0,-1.824902344e1,-5.246183872e0,7.731959820e-1,1.900387154e1
2.769045750e0,-1.818079376e1,-5.411315441e0,1.368322253e0,1.901830440e1
2.779078750e0,-1.807677650e1,-5.672296524e0,1.980783463e0,1.904910234e1
2.789111750e0,-1.792980385e1,-6.038039684e0,2.622116327e0,1.910003359e1
2.799144750e0,-1.773142815e1,-6.512477875e0,3.299231291e0,1.917552709e1
2.809177750e0,-1.747406769e1,-7.095372677e0,4.017966270e0,1.928293048e1
2.819210750e0,-1.713492966e1,-7.795168877e0,4.793271065e0,1.942539368e1
2.829242750e0,-1.669573021e1,-8.601469994e0,5.618079185e0,1.960345651e1
2.839275750e0,-1.613670349e1,-9.518516541e0,6.500340939e0,1.983052670e1
2.849308750e0,-1.542945004e1,-1.053334808e1,7.430141449e0,2.010538117e1
2.859341750e0,-1.454541874e1,-1.163238335e1,8.406775475e0,2.043417291e1
2.869374750e0,-1.344103241e1,-1.278871632e1,9.400712013e0,2.079870197e1
2.879407750e0,-1.209786987e1,-1.395276833e1,1.038946247e1,2.118912763e1
2.889440750e0,-1.050282478e1,-1.506744099e1,1.132903671e1,2.157971685e1
2.899472458e0,-8.646093369e0,-1.608277893e1,1.217402649e1,2.194578843e1
2.909505458e0,-6.553578377e0,-1.693443489e1,1.287214661e1,2.225795662e1
2.919538458e0,-4.258808136e0,-1.756572723e1,1.337792683e1,2.248691055e1
2.929571458e0,-1.838083386e0,-1.792600060e1,1.365126419e1,2.260701355e1
